fid,name,status,permalink,description,excerpt,author,date,address,address2,city,state,zip,country,country_iso,latitude,longitude,hours,phone,fax,email,url,image,category
9175,Town of West Hartford,publish,town-of-west-hartford,"Every other Tuesday.
Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,100 Mayflower St,,West Hartford,CT,6110,USA,US,41.735896,-72.735873,"10/11/22 11:00 AM - 11:30 AM<br>
10/25/22 11:00 AM - 11:30 AM<br>
11/8/22 11:00 AM - 11:30 AM<br>
11/22/22 11:00 AM - 11:30 AM<br>
12/6/22 11:00 AM - 11:30 AM<br>
12/20/22 11:00 AM - 11:30 AM<br>
1/3/23 11:00 AM - 11:30 AM<br>
1/17/23 11:00 AM - 11:30 AM<br>
1/31/23 11:00 AM - 11:30 AM<br>
2/14/23 11:00 AM - 11:30 AM<br>
2/28/23 11:00 AM - 11:30 AM<br>
3/14/23 11:00 AM - 11:30 AM<br>
3/28/23 11:00 AM - 11:30 AM<br>
4/11/23 11:00 AM - 11:30 AM<br>
4/25/23 11:00 AM - 11:30 AM<br>
5/9/23 11:00 AM - 11:30 AM<br>
5/23/23 11:00 AM - 11:30 AM<br>
6/6/23 11:00 AM - 11:30 AM<br>
6/20/23 11:00 AM - 11:30 AM<br>
7/4/23 11:00 AM - 11:30 AM<br>
7/18/23 11:00 AM - 11:30 AM<br>
8/1/23 11:00 AM - 11:30 AM<br>
8/15/23 11:00 AM - 11:30 AM<br>
8/29/23 11:00 AM - 11:30 AM<br>
9/12/23 11:00 AM - 11:30 AM<br>
9/26/23 11:00 AM - 11:30 AM<br>
10/10/23 11:00 AM - 11:30 AM<br>
10/24/23 11:00 AM - 11:30 AM<br>
11/7/23 11:00 AM - 11:30 AM<br>
11/21/23 11:00 AM - 11:30 AM<br>
12/5/23 11:00 AM - 11:30 AM<br>
12/19/23 11:00 AM - 11:30 AM<br>",,,,,0,
9176,UMC of Hartford,publish,umc-of-hartford,"<table>
<colgroup>
<col> </colgroup>
<tbody>
<tr>
<td>Every  other Monday.</td>
</tr>
</tbody>
</table>
Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,571 Farmington Ave,,Hartford,CT,6105,USA,US,41.765763,-72.711214,"10/10/22 12:15 PM - 1:00 PM<br>
11/7/22 12:15 PM - 1:00 PM<br>
11/21/22 12:15 PM - 1:00 PM<br>
12/5/22 12:15 PM - 1:00 PM<br>
12/19/22 12:15 PM - 1:00 PM<br>
1/16/23 12:15 PM - 1:00 PM<br>
1/30/23 12:15 PM - 1:00 PM<br>
2/13/23 12:15 PM - 1:00 PM<br>
2/27/23 12:15 PM - 1:00 PM<br>
3/13/23 12:15 PM - 1:00 PM<br>
3/27/23 12:15 PM - 1:00 PM<br>
4/10/23 12:15 PM - 1:00 PM<br>
4/24/23 12:15 PM - 1:00 PM<br>
5/8/23 12:15 PM - 1:00 PM<br>
5/22/23 12:15 PM - 1:00 PM<br>
6/5/23 12:15 PM - 1:00 PM<br>
6/19/23 12:15 PM - 1:00 PM<br>
7/3/23 12:15 PM - 1:00 PM<br>
7/17/23 12:15 PM - 1:00 PM<br>
7/31/23 12:15 PM - 1:00 PM<br>
8/14/23 12:15 PM - 1:00 PM<br>
8/28/23 12:15 PM - 1:00 PM<br>
9/11/23 12:15 PM - 1:00 PM<br>
9/25/23 12:15 PM - 1:00 PM<br>
10/9/23 12:15 PM - 1:00 PM<br>
10/23/23 12:15 PM - 1:00 PM<br>
11/6/23 12:15 PM - 1:00 PM<br>
11/20/23 12:15 PM - 1:00 PM<br>
12/4/23 12:15 PM - 1:00 PM<br>
12/18/23 12:15 PM - 1:00 PM<br>",,,,,0,
9177,Union Baptist,publish,union-baptist,"Every other Monday.

Check back often for schedule changes. If you need other assistance, please visit <a href=""http://www.211ct.org"">www.211ct.org</a> or call 2-1-1.",,1,11/18/2022 18:08,805 Newfield Ave,,Stamford,CT,6905,USA,US,41.087555,-73.533737,"11/14/22 10:00 AM - 11:00 AM<br>
11/28/22 10:00 AM - 11:00 AM<br>
12/12/22 10:00 AM - 11:00 AM<br>
12/26/22 10:00 AM - 11:00 AM<br>
1/9/23 10:00 AM - 11:00 AM<br>
1/23/23 10:00 AM - 11:00 AM<br>
2/6/23 10:00 AM - 11:00 AM<br>
2/20/23 10:00 AM - 11:00 AM<br>
3/6/23 10:00 AM - 11:00 AM<br>
3/20/23 10:00 AM - 11:00 AM<br>
4/3/23 10:00 AM - 11:00 AM<br>
4/17/23 10:00 AM - 11:00 AM<br>
5/1/23 10:00 AM - 11:00 AM<br>
5/15/23 10:00 AM - 11:00 AM<br>
5/29/23 10:00 AM - 11:00 AM<br>
6/12/23 10:00 AM - 11:00 AM<br>
6/26/23 10:00 AM - 11:00 AM<br>
7/10/23 10:00 AM - 11:00 AM<br>
7/24/23 10:00 AM - 11:00 AM<br>
8/7/23 10:00 AM - 11:00 AM<br>
8/21/23 10:00 AM - 11:00 AM<br>
9/4/23 10:00 AM - 11:00 AM<br>
9/18/23 10:00 AM - 11:00 AM<br>
10/2/23 10:00 AM - 11:00 AM<br>
10/16/23 10:00 AM - 11:00 AM<br>
10/30/23 10:00 AM - 11:00 AM<br>
11/13/23 10:00 AM - 11:00 AM<br>
11/27/23 10:00 AM - 11:00 AM<br>
12/11/23 10:00 AM - 11:00 AM<br>
12/25/23 10:00 AM - 11:00 AM<br>",,,,,0,
9178,United Congregational Church of Tolland,publish,united-congregational-church-of-tolland,"Every other Thursday.
Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,45 Tolland Green,,Tolland,CT,6084,USA,US,41.871035,-72.368745,"10/6/22 10:00 AM - 10:30 AM<br>
10/20/22 10:00 AM - 10:30 AM<br>
11/3/22 10:00 AM - 10:30 AM<br>
11/17/22 10:00 AM - 10:30 AM<br>
12/1/22 10:00 AM - 10:30 AM<br>
12/15/22 10:00 AM - 10:30 AM<br>
12/29/22 10:00 AM - 10:30 AM<br>
1/12/23 10:00 AM - 10:30 AM<br>
1/26/23 10:00 AM - 10:30 AM<br>
2/23/23 10:00 AM - 10:30 AM<br>
3/9/23 10:00 AM - 10:30 AM<br>
3/23/23 10:00 AM - 10:30 AM<br>
4/6/23 10:00 AM - 10:30 AM<br>
4/20/23 10:00 AM - 10:30 AM<br>
5/4/23 10:00 AM - 10:30 AM<br>
5/18/23 10:00 AM - 10:30 AM<br>
6/1/23 10:00 AM - 10:30 AM<br>
6/15/23 10:00 AM - 10:30 AM<br>
6/29/23 10:00 AM - 10:30 AM<br>
7/13/23 10:00 AM - 10:30 AM<br>
7/27/23 10:00 AM - 10:30 AM<br>
8/10/23 10:00 AM - 10:30 AM<br>
8/24/23 10:00 AM - 10:30 AM<br>
9/7/23 10:00 AM - 10:30 AM<br>
9/21/23 10:00 AM - 10:30 AM<br>
10/5/23 10:00 AM - 10:30 AM<br>
10/19/23 10:00 AM - 10:30 AM<br>
11/2/23 10:00 AM - 10:30 AM<br>
11/16/23 10:00 AM - 10:30 AM<br>
11/30/23 10:00 AM - 10:30 AM<br>
12/14/23 10:00 AM - 10:30 AM<br>
12/28/23 10:00 AM - 10:30 AM<br>",,,,,0,
9179,Valley United Way@Good Shepherd,publish,valley-united-waygood-shepherd,"Every other Monday. Check back frequently for schedule changes and cancellations. If you need other help, dial 2-1-1 or visit www.211ct.org",,1,11/18/2022 18:08,182 Coram Ave,,Shelton,CT,6484,USA,US,41.311279,-73.089484,"10/24/22 9:00 AM - 10:00 AM<br>
11/7/22 9:00 AM - 10:00 AM<br>
11/21/22 9:00 AM - 10:00 AM<br>
12/5/22 9:00 AM - 10:00 AM<br>
12/19/22 9:00 AM - 10:00 AM<br>
1/2/23 9:00 AM - 10:00 AM<br>
1/16/23 9:00 AM - 10:00 AM<br>
1/30/23 9:00 AM - 10:00 AM<br>
2/13/23 9:00 AM - 10:00 AM<br>
2/27/23 9:00 AM - 10:00 AM<br>
3/13/23 9:00 AM - 10:00 AM<br>
3/27/23 9:00 AM - 10:00 AM<br>
4/10/23 9:00 AM - 10:00 AM<br>
4/24/23 9:00 AM - 10:00 AM<br>
5/8/23 9:00 AM - 10:00 AM<br>
5/22/23 9:00 AM - 10:00 AM<br>
6/5/23 9:00 AM - 10:00 AM<br>
6/19/23 9:00 AM - 10:00 AM<br>
7/3/23 9:00 AM - 10:00 AM<br>
7/17/23 9:00 AM - 10:00 AM<br>
7/31/23 9:00 AM - 10:00 AM<br>
8/14/23 9:00 AM - 10:00 AM<br>
8/28/23 9:00 AM - 10:00 AM<br>
9/11/23 9:00 AM - 10:00 AM<br>
9/25/23 9:00 AM - 10:00 AM<br>
10/9/23 9:00 AM - 10:00 AM<br>
10/23/23 9:00 AM - 10:00 AM<br>
11/6/23 9:00 AM - 10:00 AM<br>
11/20/23 9:00 AM - 10:00 AM<br>
12/4/23 9:00 AM - 10:00 AM<br>
12/18/23 9:00 AM - 10:00 AM<br>",,,,,0,
9180,Stonington High School,publish,stonington-high-school,"Front loop of the high school.&nbsp; &nbsp;&nbsp;
Run by Gemma Moran.
<span style=""background-color: var(--textfield-surface); color: var(--on-surface);"">These are all drive through mobile food pantries.</span>
<span style=""background-color: var(--textfield-surface); color: var(--on-surface);"">Participants do not need to provide any identification /information.</span>
<span style=""background-color: var(--textfield-surface); color: var(--on-surface);"">Any questions can be directed to Jill Rusk at860-464-3327.</span>",,1,11/18/2022 18:08,176 S Broad St,,Pawcatuck,CT,6379,USA,US,41.366607,-71.860932,11/2/22 4:30 PM - 5:30 PM<br>,,,,,0,
9181,Summerfield Townhouses,publish,summerfield-townhouses,"Every other Wednesday. Parking lot entrance. Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,66 Plain Dr,,East Hartford,CT,6118,USA,US,41.757821,-72.640502,"10/12/22 1:15 PM - 2:00 PM<br>
10/26/22 1:15 PM - 2:00 PM<br>
11/9/22 1:15 PM - 2:00 PM<br>
11/23/22 1:15 PM - 2:00 PM<br>
12/7/22 1:15 PM - 2:00 PM<br>
12/21/22 1:15 PM - 2:00 PM<br>
1/4/23 1:15 PM - 2:00 PM<br>
1/18/23 1:15 PM - 2:00 PM<br>
2/1/23 1:15 PM - 2:00 PM<br>
2/15/23 1:15 PM - 2:00 PM<br>
3/1/23 1:15 PM - 2:00 PM<br>
3/15/23 1:15 PM - 2:00 PM<br>
3/29/23 1:15 PM - 2:00 PM<br>
4/12/23 1:15 PM - 2:00 PM<br>
4/26/23 1:15 PM - 2:00 PM<br>
5/10/23 1:15 PM - 2:00 PM<br>
5/24/23 1:15 PM - 2:00 PM<br>
6/7/23 1:15 PM - 2:00 PM<br>
6/21/23 1:15 PM - 2:00 PM<br>
7/5/23 1:15 PM - 2:00 PM<br>
7/19/23 1:15 PM - 2:00 PM<br>
8/2/23 1:15 PM - 2:00 PM<br>
8/16/23 1:15 PM - 2:00 PM<br>
8/30/23 1:15 PM - 2:00 PM<br>
9/13/23 1:15 PM - 2:00 PM<br>
9/27/23 1:15 PM - 2:00 PM<br>
10/11/23 1:15 PM - 2:00 PM<br>
10/25/23 1:15 PM - 2:00 PM<br>
11/8/23 1:15 PM - 2:00 PM<br>
11/22/23 1:15 PM - 2:00 PM<br>
12/6/23 1:15 PM - 2:00 PM<br>
12/20/23 1:15 PM - 2:00 PM<br>",,,,,0,
9182,The Oasis Church: Elm Ridge Park,publish,the-oasis-church-elm-ridge-park,"<table>
<colgroup>
<col> </colgroup>
<tbody>
<tr>
<td>Every other Friday.</td>
</tr>
</tbody>
</table>
Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,376 Elm St,,Rocky Hill,CT,6067,USA,US,41.66238,-72.652569,"10/14/22 1:15 PM - 1:45 PM<br>
10/28/22 1:15 PM - 1:45 PM<br>
11/11/22 1:15 PM - 1:45 PM<br>
12/9/22 1:15 PM - 1:45 PM<br>
12/23/22 1:15 PM - 1:45 PM<br>
1/6/23 1:15 PM - 1:45 PM<br>
1/20/23 1:15 PM - 1:45 PM<br>
2/3/23 1:15 PM - 1:45 PM<br>
2/17/23 1:15 PM - 1:45 PM<br>
3/3/23 1:15 PM - 1:45 PM<br>
3/17/23 1:15 PM - 1:45 PM<br>
3/31/23 1:15 PM - 1:45 PM<br>
4/14/23 1:15 PM - 1:45 PM<br>
4/28/23 1:15 PM - 1:45 PM<br>
5/12/23 1:15 PM - 1:45 PM<br>
5/26/23 1:15 PM - 1:45 PM<br>
6/9/23 1:15 PM - 1:45 PM<br>
6/23/23 1:15 PM - 1:45 PM<br>
7/7/23 1:15 PM - 1:45 PM<br>
7/21/23 1:15 PM - 1:45 PM<br>
8/4/23 1:15 PM - 1:45 PM<br>
8/18/23 1:15 PM - 1:45 PM<br>
9/1/23 1:15 PM - 1:45 PM<br>
9/15/23 1:15 PM - 1:45 PM<br>
9/29/23 1:15 PM - 1:45 PM<br>
10/13/23 1:15 PM - 1:45 PM<br>
10/27/23 1:15 PM - 1:45 PM<br>
11/10/23 1:15 PM - 1:45 PM<br>
11/24/23 1:15 PM - 1:45 PM<br>
12/8/23 1:15 PM - 1:45 PM<br>
12/22/23 1:15 PM - 1:45 PM<br>",,,,,0,
9183,The Tabernacle,publish,the-tabernacle,"Every other Tuesday. Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;orcall 2-1-1 for more food resource information.",,1,11/18/2022 18:08,1445 West St,,Southington,CT,6489,USA,US,41.627749,-72.899222,"10/4/22 9:15 AM - 9:45 AM<br>
10/18/22 9:15 AM - 9:45 AM<br>
11/1/22 9:15 AM - 9:45 AM<br>
11/15/22 9:15 AM - 9:45 AM<br>
11/29/22 9:15 AM - 9:45 AM<br>
12/13/22 9:15 AM - 9:45 AM<br>
12/27/22 9:15 AM - 9:45 AM<br>
1/10/23 9:15 AM - 9:45 AM<br>
1/24/23 9:15 AM - 9:45 AM<br>
2/7/23 9:15 AM - 9:45 AM<br>
2/21/23 9:15 AM - 9:45 AM<br>
3/7/23 9:15 AM - 9:45 AM<br>
3/21/23 9:15 AM - 9:45 AM<br>
4/4/23 9:15 AM - 9:45 AM<br>
4/18/23 9:15 AM - 9:45 AM<br>
5/2/23 9:15 AM - 9:45 AM<br>
5/16/23 9:15 AM - 9:45 AM<br>
5/30/23 9:15 AM - 9:45 AM<br>
6/13/23 9:15 AM - 9:45 AM<br>
6/27/23 9:15 AM - 9:45 AM<br>
7/11/23 9:15 AM - 9:45 AM<br>
7/25/23 9:15 AM - 9:45 AM<br>
8/8/23 9:15 AM - 9:45 AM<br>
8/22/23 9:15 AM - 9:45 AM<br>
9/5/23 9:15 AM - 9:45 AM<br>
9/19/23 9:15 AM - 9:45 AM<br>
10/3/23 9:15 AM - 9:45 AM<br>
10/17/23 9:15 AM - 9:45 AM<br>
10/31/23 9:15 AM - 9:45 AM<br>
11/14/23 9:15 AM - 9:45 AM<br>
11/28/23 9:15 AM - 9:45 AM<br>
12/12/23 9:15 AM - 9:45 AM<br>
12/26/23 9:15 AM - 9:45 AM<br>",,,,,0,
9184,The Universalist Church,publish,the-universalist-church,"Every other Monday.
Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,433 Fern St,,West Hartford,CT,6107,USA,US,41.768758,-72.740518,"10/3/22 8:45 AM - 9:15 AM<br>
10/17/22 8:45 AM - 9:15 AM<br>
10/31/22 8:45 AM - 9:15 AM<br>
11/14/22 8:45 AM - 9:15 AM<br>
11/28/22 8:45 AM - 9:15 AM<br>
12/12/22 8:45 AM - 9:15 AM<br>
1/9/23 8:45 AM - 9:15 AM<br>
1/23/23 8:45 AM - 9:15 AM<br>
2/6/23 8:45 AM - 9:15 AM<br>
2/20/23 8:45 AM - 9:15 AM<br>
3/6/23 8:45 AM - 9:15 AM<br>
3/20/23 8:45 AM - 9:15 AM<br>
4/3/23 8:45 AM - 9:15 AM<br>
4/17/23 8:45 AM - 9:15 AM<br>
5/1/23 8:45 AM - 9:15 AM<br>
5/15/23 8:45 AM - 9:15 AM<br>
5/29/23 8:45 AM - 9:15 AM<br>
6/12/23 8:45 AM - 9:15 AM<br>
6/26/23 8:45 AM - 9:15 AM<br>
7/10/23 8:45 AM - 9:15 AM<br>
7/24/23 8:45 AM - 9:15 AM<br>
8/7/23 8:45 AM - 9:15 AM<br>
8/21/23 8:45 AM - 9:15 AM<br>
9/4/23 8:45 AM - 9:15 AM<br>
9/18/23 8:45 AM - 9:15 AM<br>
10/2/23 8:45 AM - 9:15 AM<br>
10/16/23 8:45 AM - 9:15 AM<br>
10/30/23 8:45 AM - 9:15 AM<br>
11/13/23 8:45 AM - 9:15 AM<br>
11/27/23 8:45 AM - 9:15 AM<br>
12/11/23 8:45 AM - 9:15 AM<br>
12/25/23 8:45 AM - 9:15 AM<br>",,,,,0,
9185,Three Rivers Comm College,publish,three-rivers-comm-college,"Parking lot in rear of college - far left parking lot.
Run by Gemma Moran.

These are all drive through mobile food pantries.
Participants do not need to provide any identification / information.
Any questions can be directed to Jill Rusk at 860-464-3327.",,1,11/18/2022 18:08,574 New London Turnpike,,Norwich,CT,6360,USA,US,41.509303,-72.103013,11/9/22 4:00 PM - 5:00 PM<br>,,,,,0,
9186,St. Mary Star of the Sea,publish,st-mary-star-of-the-sea,"Every other Tuesday.
Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,145 Main St,,Unionville,CT,6085,USA,US,41.760652,-72.891399,"10/11/22 9:00 AM - 9:30 AM<br>
10/25/22 9:00 AM - 9:30 AM<br>
11/8/22 9:00 AM - 9:30 AM<br>
11/22/22 9:00 AM - 9:30 AM<br>
12/6/22 9:00 AM - 9:30 AM<br>
12/20/22 9:00 AM - 9:30 AM<br>
1/3/23 9:00 AM - 9:30 AM<br>
1/17/23 9:00 AM - 9:30 AM<br>
1/31/23 9:00 AM - 9:30 AM<br>
2/14/23 9:00 AM - 9:30 AM<br>
2/28/23 9:00 AM - 9:30 AM<br>
3/14/23 9:00 AM - 9:30 AM<br>
3/28/23 9:00 AM - 9:30 AM<br>
4/11/23 9:00 AM - 9:30 AM<br>
4/25/23 9:00 AM - 9:30 AM<br>
5/9/23 9:00 AM - 9:30 AM<br>
5/23/23 9:00 AM - 9:30 AM<br>
6/6/23 9:00 AM - 9:30 AM<br>
6/20/23 9:00 AM - 9:30 AM<br>
7/4/23 9:00 AM - 9:30 AM<br>
7/18/23 9:00 AM - 9:30 AM<br>
8/1/23 9:00 AM - 9:30 AM<br>
8/15/23 9:00 AM - 9:30 AM<br>
8/29/23 9:00 AM - 9:30 AM<br>
9/12/23 9:00 AM - 9:30 AM<br>
9/26/23 9:00 AM - 9:30 AM<br>
10/10/23 9:00 AM - 9:30 AM<br>
10/24/23 9:00 AM - 9:30 AM<br>
11/7/23 9:00 AM - 9:30 AM<br>
11/21/23 9:00 AM - 9:30 AM<br>
12/5/23 9:00 AM - 9:30 AM<br>
12/19/23 9:00 AM - 9:30 AM<br>",,,,,0,
9187,St. Mary Star of the Sea,publish,st-mary-star-of-the-sea-2,"Every other Friday.

Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,10 Huntington St,,New London,CT,6320,USA,US,41.353285,-72.099727,"10/7/22 1:00 PM - 2:00 PM<br>
10/21/22 1:00 PM - 2:00 PM<br>
11/4/22 1:00 PM - 2:00 PM<br>
11/18/22 1:00 PM - 2:00 PM<br>
12/2/22 1:00 PM - 2:00 PM<br>
12/16/22 1:00 PM - 2:00 PM<br>
12/30/22 1:00 PM - 2:00 PM<br>
1/13/23 1:00 PM - 2:00 PM<br>
1/27/23 1:00 PM - 2:00 PM<br>
2/10/23 1:00 PM - 2:00 PM<br>
2/24/23 1:00 PM - 2:00 PM<br>
3/10/23 1:00 PM - 2:00 PM<br>
3/24/23 1:00 PM - 2:00 PM<br>
4/7/23 1:00 PM - 2:00 PM<br>
4/21/23 1:00 PM - 2:00 PM<br>
5/5/23 1:00 PM - 2:00 PM<br>
5/19/23 1:00 PM - 2:00 PM<br>
6/2/23 1:00 PM - 2:00 PM<br>
6/16/23 1:00 PM - 2:00 PM<br>
6/30/23 1:00 PM - 2:00 PM<br>
7/14/23 1:00 PM - 2:00 PM<br>
7/28/23 1:00 PM - 2:00 PM<br>
8/25/23 1:00 PM - 2:00 PM<br>
9/8/23 1:00 PM - 2:00 PM<br>
9/22/23 1:00 PM - 2:00 PM<br>
10/6/23 1:00 PM - 2:00 PM<br>
10/20/23 1:00 PM - 2:00 PM<br>
11/3/23 1:00 PM - 2:00 PM<br>
11/17/23 1:00 PM - 2:00 PM<br>
12/1/23 1:00 PM - 2:00 PM<br>
12/15/23 1:00 PM - 2:00 PM<br>
12/29/23 1:00 PM - 2:00 PM<br>",,,,,0,
9188,St. Paul Parish,publish,st-paul-parish,"Every other Wednesday.

Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/""><u>https://www.211.org</u></a>&nbsp;or call 2-1-1 for more food resource information.",,1,11/18/2022 18:08,306 Circular Ave,,Hamden,CT,6514,USA,US,41.353843,-72.937862,"10/12/22 4:30 PM - 5:30 PM<br>
10/26/22 4:30 PM - 5:30 PM<br>
11/9/22 4:30 PM - 5:30 PM<br>
12/7/22 4:30 PM - 5:30 PM<br>
12/21/22 4:30 PM - 5:30 PM<br>
1/4/23 4:30 PM - 5:30 PM<br>
1/18/23 4:30 PM - 5:30 PM<br>
2/1/23 4:30 PM - 5:30 PM<br>
2/15/23 4:30 PM - 5:30 PM<br>
3/1/23 4:30 PM - 5:30 PM<br>
3/15/23 4:30 PM - 5:30 PM<br>
3/29/23 4:30 PM - 5:30 PM<br>
4/12/23 4:30 PM - 5:30 PM<br>
4/26/23 4:30 PM - 5:30 PM<br>
5/10/23 4:30 PM - 5:30 PM<br>
5/24/23 4:30 PM - 5:30 PM<br>
6/7/23 4:30 PM - 5:30 PM<br>
6/21/23 4:30 PM - 5:30 PM<br>
7/5/23 4:30 PM - 5:30 PM<br>
7/19/23 4:30 PM - 5:30 PM<br>
8/2/23 4:30 PM - 5:30 PM<br>
8/16/23 4:30 PM - 5:30 PM<br>
8/30/23 4:30 PM - 5:30 PM<br>
9/13/23 4:30 PM - 5:30 PM<br>
9/27/23 4:30 PM - 5:30 PM<br>
10/11/23 4:30 PM - 5:30 PM<br>
10/25/23 4:30 PM - 5:30 PM<br>
11/8/23 4:30 PM - 5:30 PM<br>
11/22/23 4:30 PM - 5:30 PM<br>
12/6/23 4:30 PM - 5:30 PM<br>
12/20/23 4:30 PM - 5:30 PM<br>",,,,,0,
9189,St. Robert Bellarmine Church,publish,st-robert-bellarmine-church,"<table>
<colgroup>
<col> </colgroup>
<tbody>
<tr>
<td>Every  other Friday. Distribution sites/days/times are subject to change due to weather and unforeseen circumstances. Check back often.

Please also visit&nbsp;<a href=""https://www.211.org/"">https://www.211.org</a>&nbsp;or call 2-1-1 for more food resource information.</td>
</tr>
</tbody>
</table>",,1,11/18/2022 18:08,52 S Elm St,,Windsor Locks,CT,6096,USA,US,41.923283,-72.646939,"10/14/22 9:00 AM - 9:30 AM<br>
10/28/22 9:00 AM - 9:30 AM<br>
11/11/22 9:00 AM - 9:30 AM<br>
12/9/22 9:00 AM - 9:30 AM<br>
12/23/22 9:00 AM - 9:30 AM<br>
1/6/23 9:00 AM - 9:30 AM<br>
1/20/23 9:00 AM - 9:30 AM<br>
2/3/23 9:00 AM - 9:30 AM<br>
2/17/23 9:00 AM - 9:30 AM<br>
3/3/23 9:00 AM - 9:30 AM<br>
3/17/23 9:00 AM - 9:30 AM<br>
3/31/23 9:00 AM - 9:30 AM<br>
4/14/23 9:00 AM - 9:30 AM<br>
4/28/23 9:00 AM - 9:30 AM<br>
5/12/23 9:00 AM - 9:30 AM<br>
5/26/23 9:00 AM - 9:30 AM<br>
6/9/23 9:00 AM - 9:30 AM<br>
6/23/23 9:00 AM - 9:30 AM<br>
7/7/23 9:00 AM - 9:30 AM<br>
7/21/23 9:00 AM - 9:30 AM<br>
8/4/23 9:00 AM - 9:30 AM<br>
8/18/23 9:00 AM - 9:30 AM<br>
9/1/23 9:00 AM - 9:30 AM<br>
9/15/23 9:00 AM - 9:30 AM<br>
9/29/23 9:00 AM - 9:30 AM<br>
10/13/23 9:00 AM - 9:30 AM<br>
10/27/23 9:00 AM - 9:30 AM<br>
11/10/23 9:00 AM - 9:30 AM<br>
11/24/23 9:00 AM - 9:30 AM<br>
12/8/23 9:00 AM - 9:30 AM<br>
12/22/23 9:00 AM - 9:30 AM<br>",,,,,0,
9190,St. Vincents Hospital,publish,st-vincents-hospital,"VALET PARKING AREA. Every other Friday.
Check back often for schedule changes. If you need other help, dial 2-1-1 or visit www.211ct.org for more information.",,1,11/18/2022 18:08,2800 Main St,,Bridgeport,CT,6606,USA,US,41.200421,-73.202329,"10/21/22 1:00 PM - 2:00 PM<br>
11/4/22 1:00 PM - 2:00 PM<br>
11/18/22 1:00 PM - 2:00 PM<br>
12/2/22 1:00 PM - 2:00 PM<br>
12/16/22 1:00 PM - 2:00 PM<br>
12/30/22 1:00 PM - 2:00 PM<br>
1/13/23 1:00 PM - 2:00 PM<br>
1/27/23 1:00 PM - 2:00 PM<br>
2/10/23 1:00 PM - 2:00 PM<br>
2/24/23 1:00 PM - 2:00 PM<br>
3/10/23 1:00 PM - 2:00 PM<br>
3/24/23 1:00 PM - 2:00 PM<br>
4/7/23 1:00 PM - 2:00 PM<br>
4/21/23 1:00 PM - 2:00 PM<br>
5/5/23 1:00 PM - 2:00 PM<br>
5/19/23 1:00 PM - 2:00 PM<br>
6/2/23 1:00 PM - 2:00 PM<br>
6/16/23 1:00 PM - 2:00 PM<br>
6/30/23 1:00 PM - 2:00 PM<br>
7/14/23 1:00 PM - 2:00 PM<br>
7/28/23 1:00 PM - 2:00 PM<br>
8/25/23 1:00 PM - 2:00 PM<br>
9/8/23 1:00 PM - 2:00 PM<br>
9/22/23 1:00 PM - 2:00 PM<br>
10/6/23 1:00 PM - 2:00 PM<br>
10/20/23 1:00 PM - 2:00 PM<br>
11/3/23 1:00 PM - 2:00 PM<br>
11/17/23 1:00 PM - 2:00 PM<br>
12/1/23 1:00 PM - 2:00 PM<br>
12/15/23 1:00 PM - 2:00 PM<br>
12/29/23 1:00 PM - 2:00 PM<br>",,,,,0,
